,gene_id,gene_iv,gene_CIR_length,gene_CER_length,gene_CIR_read_count,gene_CER_read_count,gene_CIR_RPKM,gene_CER_RPKM,gene_IRI
3586,COA5,chr2:99215785-99224981,7429,1767,3201.27513146,1528.72486854,5.65809224944,11.3597863225,0.498080869554
3587,COA6,chr1:234509213-234519795,9722,487,51.258558469200004,251.741441531,0.0692290151019,6.78739516734,0.0101996441043
3588,COA7,chr1:53152013-53164038,9911,2114,153.27401493600001,114.725985064,0.203061896935,0.712580926864,0.28496678661999997
3589,COASY,chr17:40714091-40718299,1651,2165,442.58704519800006,4311.4129548,3.5198893049,26.148037733600002,0.134613898785
3590,COBL,chr7:51083908-51384515,241981,1281,2.0,1.0,0.000108524079259,0.0102501035219,0.010587608118
3591,COBLL1,chr2:165536694-165698678,151687,9195,8.98531655225,46.0146834477,0.0007777900823239998,0.0657085806874,0.011836963668799999
3592,COCH,chr14:31343740-31359822,13200,2558,0.0,5.0,0.0,0.025665329577,0.0
3593,COG1,chr17:71189172-71204645,11382,3034,1005.62814154,3177.58359319,1.16010211417,13.7517759917,0.08436016663360002
3594,COG2,chr1:230778201-230829731,48570,2957,879.3719315410001,2442.62806846,0.23772884329900001,10.8463446455,0.0219178765814
3595,COG3,chr13:46039029-46110833,56218,4596,859.7123831619999,3588.83509119,0.200796053343,10.2529977975,0.0195841311302
3596,COG4,chr16:70514471-70557457,37048,2759,470.402791439,3721.95934966,0.166718004566,17.7132114266,0.00941207105539
3597,COG5,chr7:106842188-107204959,350996,2930,331.220259661,1739.77974034,0.0123905934485,7.796578037739999,0.00158923483977
3598,COG6,chr13:40229763-40365802,93328,1926,323.16349371,540.83650629,0.0454661014757,3.6871185139699993,0.0123310659268
3599,COG7,chr16:23399813-23464512,61762,2937,699.9761299439999,996.0238700560001,0.148812447867,4.45290245288,0.033419202293700004
3600,COG8,chr16:69362523-69373526,8508,2495,82.9061563178,1339.09384368,0.127948936684,7.04722024865,0.0181559440701
3601,COIL,chr17:55015560-55038411,20218,2633,0.0,0.0,0.0,0.0,
3602,COL10A1,chr6:116440084-116447296,3922,3290,0.0,0.0,0.0,0.0,
3603,COL11A1,chr1:103342022-103574052,224586,6826,0.0,0.0,0.0,0.0,
3604,COL11A2,chr6:33130468-33160245,4816,1026,7.666666666669999,16.3333333333,0.0209024640135,0.209028183226,0.0999983049698
3605,COL12A1,chr6:75794041-75915623,110003,8087,0.0,0.0,0.0,0.0,
3606,COL13A1,chr10:71561643-71718904,154124,2732,9.0,5.0,0.0007667426455610001,0.024030714882099995,0.0319067763619
3607,COL14A1,chr8:121137346-121384273,240463,6464,1.0,0.0,5.46045862008e-05,0.0,inf
3608,COL15A1,chr9:101705994-101833074,121658,5422,0.18333333333299998,2.8166666666699998,1.97869175239e-05,0.00682108281495,0.00290084698584
3609,COL16A1,chr1:32117847-32169768,46337,5584,4.92474747475,8.075252525249999,0.0013955115482,0.018988387417999998,0.073492894235
3610,COL17A1,chr10:105791045-105845638,48983,5610,1.78174603175,5.21825396825,0.000477614827869,0.0122134886217,0.0391055203524
3611,COL18A1,chr21:46825096-46933634,52317,5227,655.124426574,4168.87557343,0.164421399911,10.4723419436,0.0157005377399
3612,COL18A1-AS1,chr21:46839630-46844985,1900,2311,0.0,0.0,0.0,0.0,
3613,COL18A1-AS2,chr21:46827300-46829980,2128,552,0.0,0.0,0.0,0.0,
3614,COL19A1,chr6:70576447-70922157,336985,8725,14.5333333333,34.4666666667,0.0005662810727139999,0.051869400651,0.010917440063100001
3615,COL1A1,chr17:48261456-48279000,11617,5927,0.0,0.0,0.0,0.0,
3616,COL1A2,chr7:94023872-94060544,31261,5411,0.0,0.0,0.0,0.0,
3617,COL20A1,chr20:61924537-61962285,33576,4172,1.0,2.0,0.00039106452857999997,0.00629452665945,0.0621277102692
3618,COL21A1,chr6:55921387-56112378,186818,4173,0.0,0.0,0.0,0.0,
3619,COL22A1,chr8:139600477-139926236,319413,6346,0.0,0.0,0.0,0.0,
3620,COL23A1,chr5:177664616-178017556,349877,3063,4.0,3.0,0.00015011427000499999,0.0128603159761,0.0116726735396
3621,COL24A1,chr1:86194915-86622121,420706,6500,2.0,10.0,6.24207052507e-05,0.0202005886332,0.00309004387862
3622,COL25A1,chr4:109731876-110223799,475824,1610,0.0,0.0,0.0,0.0,
3623,COL26A1,chr7:101006100-101202304,193172,3026,0.0,0.0,0.0,0.0,
3624,COL27A1,chr9:116918230-117072975,149162,5583,18.5002185974,52.4997814026,0.00162853105068,0.12347164908500001,0.0131895140524
3625,COL28A1,chr7:7398243-7575460,173702,3515,5.6136363636399995,10.3863636364,0.00042434280144699994,0.0387985571803,0.010937076847299998
3626,COL2A1,chr12:48366747-48398285,26451,4880,1.44444444444,0.555555555556,0.000717028022258,0.00149480676362,0.479679407206
3627,COL3A1,chr2:189839098-189877472,32884,5490,2.0,0.0,0.000798587921883,0.0,inf
3628,COL4A1,chr13:110801309-110959496,151655,6532,0.0,0.0,0.0,0.0,
3629,COL4A2,chr13:110959630-111165373,199480,6263,0.0,0.0,0.0,0.0,
3630,COL4A2-AS1,chr13:111154922-111160526,5065,539,0.0,0.0,0.0,0.0,
3631,COL4A3,chr2:228029280-228179508,142131,8097,0.0,0.0,0.0,0.0,
3632,COL4A3BP,chr5:74666927-74807806,135132,5193,299.381405597,3173.6185944000003,0.029090018665299998,8.02442257035,0.0036251852903199998
3633,COL4A4,chr2:227867426-228029275,151508,10341,17.4281362007,49.571863799300004,0.00151040272806,0.0629433844362,0.0239962109058
3634,COL4A5,chrX:107683073-107940775,251190,6507,0.0,0.0,0.0,0.0,
3635,COL4A6,chrX:107398836-107682727,276073,6284,0.0,0.0,0.0,0.0,
3636,COL5A1,chr9:137533650-137736688,194530,8370,6.77196755329,9.22803244671,0.0004570941500440001,0.014476415385600001,0.0315750921667
3637,COL5A2,chr2:189896640-190044605,141035,6930,16.2250699425,175.774930058,0.0015105567855099998,0.333043590935,0.004535612834560001
3638,COL5A3,chr19:10070236-10121147,44737,6174,2.1733654678,56.8266345322,0.000637886316631,0.120854462899,0.00527813620888
3639,COL6A1,chr21:47401662-47424963,19076,4225,19.375947920799998,1003.62405208,0.0133368426118,3.11904563361,0.00427593699434
3640,COL6A2,chr21:47518032-47552763,28241,2543,221.75892949599998,3408.2410704999998,0.103104691471,17.5979194999,0.0058589136898400005
3641,COL6A3,chr2:238232654-238322850,37906,2749,13.0,72.0,0.0045031122764399995,0.343902345593,0.0130941598223
3642,COL6A4P1,chr3:15206868-15247466,38349,2249,0.0,4.0,0.0,0.023353281656900003,0.0
3643,COL6A4P2,chr3:129931662-129992649,51825,9162,14.143126173599999,41.8568738264,0.00358330261425,0.0599865496907,0.0597351011639
3644,COL6A5,chr3:130064358-130203690,130104,8880,0.0,0.0,0.0,0.0,
3645,COL6A6,chr3:130279177-130395888,108241,8470,18.4388888889,1.56111111111,0.00223676486769,0.00242006920757,0.924256571133
3646,COL7A1,chr3:48601505-48632593,21919,9169,2.51677391725,82.4832260827,0.0015076511008900002,0.118119349712,0.0127637944551
3647,COL8A1,chr3:99357439-99515577,155047,3029,0.0,0.0,0.0,0.0,
3648,COL8A2,chr1:36560843-36565850,562,4445,0.0,23.0,0.0,0.0679412373604,0.0
3649,COL9A1,chr6:70925742-71012786,64098,2822,0.0,0.0,0.0,0.0,
3650,COL9A2,chr1:40766162-40782939,13946,2831,105.194718388,359.805281612,0.0990425140656,1.66880290118,0.0593494378489
3651,COL9A3,chr20:61448413-61472511,21613,2485,7.35924321467,36.6407567853,0.004470905433789999,0.193604489243,0.0230929843169
3652,COLCA1,chr11:111164113-111170539,927,5499,0.0,4.0,0.0,0.00955110573675,0.0
3653,COLCA2,chr11:111169270-111179460,7964,1047,0.0,0.0,0.0,0.0,
3654,COLEC10,chr8:120079423-120119202,38076,1703,0.0,0.0,0.0,0.0,
3655,COLEC11,chr2:3642421-3692234,36917,1068,24.0814351272,8.918564872760001,0.00856511788762,0.109648098432,0.07811460490489999
3656,COLEC12,chr18:319354-500729,178241,3134,1.0,0.0,7.36664550334e-05,0.0,inf
3657,COLGALT1,chr19:17666510-17693965,23862,3593,770.7282058330001,4698.27179417,0.424103437773,17.1695258198,0.024700940621400002
3658,COLGALT2,chr1:183904965-184006863,96716,5182,0.0,0.0,0.0,0.0,
3659,COLQ,chr3:15491639-15563258,45606,2671,389.440155849,451.559844151,0.112123366457,2.21982535595,0.0505099944716
3660,COMMD1,chr2:62132802-62363205,229690,713,46.4127781941,590.587221806,0.00265321753562,10.876067584600001,0.000243950078001
3661,COMMD10,chr5:115420726-115628978,165461,1424,308.621395319,652.378604681,0.024491070419400005,6.01543587576,0.00407137087406
3662,COMMD2,chr3:149456256-149470286,10324,3706,227.651081453,1287.34891855,0.289533688631,4.56108576771,0.0634791151442
3663,COMMD3,chr10:22605311-22609246,2993,942,0.0,0.0,0.0,0.0,
3664,COMMD3-BMI1,chr10:22605311-22620414,11715,3388,1.0,0.0,0.0011208179779400001,0.0,inf
3665,COMMD4,chr15:75628336-75634268,3178,439,442.931724439,1054.06827556,1.8300387075799998,31.5269242753,0.0580468520049
3666,COMMD5,chr8:146075550-146078963,1330,1230,55.6128449905,951.3871550089999,0.549036039733,10.1561604529,0.0540594097819
3667,COMMD6,chr13:76099349-76123575,10740,1574,82.7083672151,6373.29163278,0.101116620737,53.1663009109,0.00190189309778
3668,COMMD7,chr20:31290492-31331814,39411,1908,449.15822146,3434.84177854,0.14964399028,23.6377289112,0.00633072622341
3669,COMMD8,chr4:47452810-47465676,11455,1411,90.7147832383,865.285216762,0.103982524002,8.052109117110001,0.0129137003101
3670,COMMD9,chr11:36293841-36310999,14184,2848,223.171615758,1421.82838424,0.206593958189,6.55517931641,0.0315161413924
3671,COMP,chr19:18893582-18902114,6080,2452,0.0,0.0,0.0,0.0,
3672,COMT,chr22:19929262-19957498,5394,2035,314.004762744,1474.99523726,0.7643683123270001,9.5170770592,0.0803154484904
3673,COMTD1,chr10:76993728-76995770,1067,975,99.1383534239,468.861646576,1.21998548448,6.31418749892,0.193213376177
3674,COPA,chr1:160258376-160313354,49312,5639,0.0,0.0,0.0,0.0,
3675,COPB1,chr11:14479048-14521441,38866,3357,1048.00819789,5866.99180211,0.35405620898400003,22.9478245877,0.015428748273400001
3676,COPB2,chr3:139076432-139108522,28888,3123,665.057460145,2591.94253986,0.302286724952,10.897597584200001,0.0277388408422
3677,COPE,chr19:19010322-19030199,18743,825,2390.34234039,6794.65765961,1.6745510058200002,108.141157316,0.0154848630011
3678,COPG1,chr3:128968452-128996616,25090,3074,1218.6474351,5169.352564899999,0.637756360761,22.0805390473,0.0288831880143
3679,COPG2,chr7:130146079-130353598,56948,827,31.5835482739,203.416451726,0.00728215342186,3.22966848931,0.0022547680809899997
3680,COPRS,chr17:30178883-30186326,6506,937,44.9471549762,222.05284502400002,0.09071216448519999,3.11167429579,0.0291522042033
3681,COPS2,chr15:49417470-49447854,26276,4087,348.786841079,4776.21315892,0.17429230755300001,15.3446308322,0.0113585207398
3682,COPS3,chr17:17149937-17184617,32259,1691,620.097342234,2210.90265777,0.25239825661,17.1673553007,0.0147022212909
3683,COPS4,chr4:83956238-83996971,38985,1663,338.15942652900003,1196.84057347,0.11389412989700001,9.44977429631,0.012052576741599999
3684,COPS5,chr8:67955314-67974562,17759,1489,1369.02658822,2294.97341178,1.01221031076,20.237662176,0.050016167972300005
3685,COPS6,chr7:99686582-99689822,1815,1425,314.642111349,3577.35788865,2.2762376351099998,32.9628616257,0.0690546124593
3686,COPS7A,chr12:6833149-6841041,5555,1707,223.64973319,1856.35026681,0.5286420464029999,14.279196991400001,0.0370218330009
3687,COPS7B,chr2:232646380-232673964,20243,2077,753.0955343439999,2472.90446566,0.488486514302,15.6332122273,0.0312467141878
3688,COPS8,chr2:237994083-238007489,11083,2258,434.53554372199994,1578.46445628,0.514808079709,9.17884953487,0.0560863404235
3689,COPZ1,chr12:54718873-54745635,24742,1724,370.971721522,5083.02827848,0.19687174204500002,38.7135186323,0.00508534871022
3690,COPZ2,chr17:46103532-46115168,10717,919,0.0,0.0,0.0,0.0,
3691,COQ10A,chr12:56660641-56664750,2274,1259,369.74414182099997,671.255858179,2.13495252881,7.00067215899,0.304963934936
3692,COQ10B,chr2:198318230-198339851,19647,1974,92.7930671652,1824.20693283,0.0620149883231,12.134009620499999,0.00511084054345
3693,COQ2,chr4:84184976-84206067,19450,1641,271.08988434599996,288.91011565400004,0.18300842692000002,2.31170040152,0.07916615267249999
3694,COQ3,chr6:99817347-99842082,23470,1265,76.8943674117,170.105632588,0.0430188523559,1.76565378678,0.0243642625061
3695,COQ4,chr9:131084790-131096351,9989,1572,2146.08087201,2104.91912799,2.82098938482,17.5816752652,0.16045054537
3696,COQ5,chr12:120941081-120966964,24374,1509,166.407290267,835.592709733,0.0896443501506,7.27080979871,0.0123293488115
3697,COQ6,chr14:74416636-74429813,11260,1355,1440.62737986,1077.37262014,1.6799279483399998,10.4400846626,0.160911333829
3698,COQ7,chr16:19078916-19091417,9569,2518,112.04769281899999,456.952307181,0.1537495117,2.38282709632,0.0645239899854
3699,COQ9,chr16:57481336-57495187,12162,1689,1115.38363393,2160.61636607,1.20419452986,16.7967552181,0.0716920925632
3700,CORIN,chr4:47596014-47840123,192736,1913,9.0,0.0,0.0006131363289909999,0.0,inf
3701,CORO1A,chr16:30194730-30200397,3734,1815,0.0,0.0,0.0,0.0,
3702,CORO1B,chr11:67205517-67211292,3556,1863,743.176308924,2329.82369108,2.74414771767,16.4205456154,0.16711671962400002
3703,CORO1C,chr12:109038884-109125326,53963,3724,78.65656932600001,434.343430674,0.019138870154799998,1.53144345585,0.0124972750915
3704,CORO2A,chr9:100883256-100954956,46275,5377,199.10904568900003,2454.89095431,0.0564965521628,5.994728938040001,0.009424371434760001
3705,CORO2B,chr15:68871307-69020144,92205,3259,1.0,8.0,0.000142404236339,0.0322316848398,0.00441814435226
3706,CORO6,chr17:27941773-27948441,4271,2397,60.592378325,111.407621675,0.186279819891,0.610273132433,0.305240080205
3707,CORO7,chr16:4404542-4466962,58583,3582,0.0,0.0,0.0,0.0,
3708,CORO7-PAM16,chr16:4390251-4466962,73053,3658,0.0,0.0,0.0,0.0,
3709,CORT,chr1:10509775-10512060,1054,1231,0.0,0.0,0.0,0.0,
3710,COTL1,chr16:84599203-84651702,50641,1858,295.270889661,14847.729110299999,0.07655890988149999,104.928075421,0.0007296322702419999
3711,COX10,chr17:13972718-14111996,136276,3002,293.162499776,1528.83750022,0.028246615614200003,6.68694914354,0.004224140936
3712,COX10-AS1,chr17:13932608-13972775,38223,1944,888.7495747000002,806.2504253,0.305303664331,5.44566695728,0.0560635945469
3713,COX11,chr17:53029258-53046064,5083,812,0.0,0.0,0.0,0.0,
3714,COX14,chr12:50505763-50514240,7478,743,76.9323051104,1547.06769489,0.135082990277,27.339960645999998,0.00494086264521
3715,COX15,chr10:101468504-101492423,16230,6450,342.512022284,1230.48797772,0.27709882326900004,2.50492681339,0.11062152466399999
3716,COX16,chr14:70791797-70826448,32934,1645,0.0,0.0,0.0,0.0,
3717,COX17,chr3:119388371-119396243,7449,423,444.04489878199996,503.95510121800004,0.782719749999,15.643317489500001,0.050035406525800005
3718,COX18,chr4:73920415-73935472,10534,4523,592.329542175,1417.67045782,0.738324807378,4.115532949019999,0.179399561739
3719,COX19,chr7:1004485-1015235,5859,4891,152.286789948,2320.71321005,0.34128414724600004,6.23018858716,0.054779103789800006
3720,COX20,chr1:244998638-245008359,7105,2616,674.456288301,124.543711699,1.24642774387,0.625117196665,1.99391050273
3721,COX4I1,chr16:85833172-85840607,6611,824,3819.71792234,19527.2820777,7.586500951260001,311.16587990799997,0.0243808895548
3722,COX4I2,chr20:30225690-30232800,6426,684,4.0,0.0,0.00817328516128,0.0,inf
3723,COX5A,chr15:75212616-75230495,17110,769,124.886745044,3046.11325496,0.09583931885130001,52.0112256383,0.00184266603363
3724,COX5B,chr2:98262520-98264657,1632,505,1050.67616371,4248.32383629,8.45329658723,110.45963847200001,0.0765283745642
3725,COX6A1,chr12:120875892-120878545,2081,572,242.542045641,4807.45795436,1.53035553035,110.35622785,0.0138674142835
3726,COX6A2,chr16:31439051-31439749,258,440,0.0,0.0,0.0,0.0,
3727,COX6B1,chr19:36139124-36149686,9972,590,127.960018283,6175.03998172,0.16848816677099998,137.424809495,0.00122603893278
3728,COX6B2,chr19:55861069-55866182,3450,1663,5.027777777780001,2.97222222222,0.019135259683599998,0.023467477441099997,0.815394825952
3729,COX6C,chr8:100890222-100906242,15099,921,944.0701573819999,5883.92984262,0.82098167949,83.8851792545,0.00978696936439
3730,COX7A1,chr19:36641823-36643771,1186,762,2.3780487804900003,0.621951219512,0.0263277321727,0.0107171357978,2.4566015276299997
3731,COX7A2,chr6:75947390-75953644,5500,701,1201.32847637,3823.67152363,2.86798227945,71.6209273699,0.0400439143246
3732,COX7A2L,chr2:42577644-42588356,9598,1114,331.479057986,3330.52094201,0.453474354979,39.2558476343,0.0115517657192
3733,COX7B,chrX:77154960-77160881,5465,456,1194.47560862,1882.52439138,2.8698850432599996,54.2067226633,0.0529433417527
3734,COX7B2,chr4:46736846-46911252,173863,543,0.0,0.0,0.0,0.0,
3735,COX7C,chr5:85913783-85916583,2393,407,214.430810387,10797.569189599999,1.17658110493,348.34450794800006,0.00337763644347
3736,COX8A,chr11:63742078-63744015,1430,507,35.8904539335,4057.10954607,0.32954922535,105.07179612799999,0.0031364194531099997
3737,COX8C,chr14:93813536-93814700,633,531,0.0,0.0,0.0,0.0,
3738,CP,chr3:148880196-148939832,44881,3058,7.5366666666699995,1.46333333333,0.00220492673847,0.0062832330134,0.350922325142
3739,CPA1,chr7:130020289-130027949,6231,1429,0.0,0.0,0.0,0.0,
3740,CPA2,chr7:129906702-129929637,21606,1329,0.0,0.0,0.0,0.0,
3741,CPA3,chr3:148583042-148614872,30146,1684,0.0,37.0,0.0,0.288494154768,0.0
3742,CPA4,chr7:129932973-129964020,28230,2718,0.0,0.0,0.0,0.0,
3743,CPA5,chr7:129984629-130008571,21864,1852,28.065153299299997,40.9348467007,0.0168544731464,0.290221489918,0.0580745180212
3744,CPA6,chr8:68334404-68658620,322312,1904,14.0,1.0,0.000570333579148,0.00689620935483,0.0827024746209
3745,CPAMD8,chr19:17003761-17137625,127876,5988,80.8569642101,196.14303579,0.00830244046491,0.43009904918499997,0.019303554566400004
3746,CPB1,chr3:148545587-148577972,30925,1460,1.0,0.0,0.000424587958338,0.0,inf
3747,CPB2,chr13:46627321-46679211,50124,1655,1.0,0.0,0.00026195799640099996,0.0,inf
3748,CPB2-AS1,chr13:46626982-46675482,44992,3218,1.0,0.0,0.000291838162598,0.0,inf
3749,CPD,chr17:28705941-28796675,80775,8240,106.02714938,2913.97285062,0.0172352465315,4.643395442769999,0.00371177659622
3750,CPE,chr4:166300096-166419482,116958,2428,1.0,0.0,0.000112265792948,0.0,inf
3751,CPEB1,chr15:83211950-83316767,25430,2660,0.0,0.0,0.0,0.0,
3752,CPEB2,chr4:15004297-15071777,60593,6764,248.75990172599998,1129.24009827,0.0539057760482,2.19209854386,0.024590945602799997
3753,CPEB2-AS1,chr4:14911584-15003669,90455,1630,9.89444444444,1.10555555556,0.00143627042491,0.008905746897440002,0.161274561409
3754,CPEB3,chr10:93808396-94050875,188822,5611,49.4968944099,437.50310559,0.00344193558848,1.0238073730500001,0.00336189763729
3755,CPEB4,chr5:173315330-173387313,64214,7769,230.66483647,1916.33516353,0.047166000527800005,3.23879700209,0.0145628146801
3756,CPED1,chr7:120628750-120937498,269700,2541,11.0,1.0,0.0005355365544219999,0.005167407560649999,0.103637374861
3757,CPLX1,chr4:778744-819945,39061,2140,43.77241379310001,50.22758620689999,0.0147141276705,0.308181039511,0.0477450776785
3758,CPLX2,chr5:175223609-175311023,7847,4468,5.64444444444,0.35555555555600005,0.00944484709895,0.0010448926777400001,9.039059513189999
3759,CPLX3,chr15:75118950-75124136,3174,2012,0.301724137931,25.6982758621,0.00124818946887,0.167707850163,0.00744264187787
3760,CPLX4,chr18:56962635-56985881,21282,1964,0.0,0.0,0.0,0.0,
3761,CPM,chr12:69244955-69357020,75370,6596,8.0,72.0,0.0013936985656500002,0.14332740267400002,0.009723880707030001
3762,CPN1,chr10:101802064-101841642,37822,1756,0.0,0.0,0.0,0.0,
3763,CPN2,chr3:194060493-194072057,8536,3025,0.0,0.0,0.0,0.0,
3764,CPNE1,chr20:34213952-34252878,25673,1821,3468.37260872,12921.627391299999,1.77388927637,93.17183504229999,0.019038900281
3765,CPNE2,chr16:57126454-57181878,53186,2238,1062.99601151,824.003988492,0.26242891636300003,4.8344448804199995,0.054283154085800006
3766,CPNE3,chr8:87526655-87573726,42207,4864,327.745507339,3570.25449266,0.10195995713,9.637912728089999,0.0105790496352
3767,CPNE4,chr3:131252403-131758450,497697,3310,3.0,0.0,7.91468460425e-05,0.0,inf
3768,CPNE5,chr6:36708554-36807220,95327,3339,13.5628253919,172.437174608,0.0018681494927,0.6780970587199999,0.00275498834374
3769,CPNE6,chr14:24540045-24547309,4531,2043,3.20310770541,1.79689229459,0.00928228420176,0.0115486457855,0.803755208544
3770,CPNE7,chr16:89642175-89663654,18822,2432,2.0,15.0,0.00139521651382,0.0809850901209,0.0172280664471
3771,CPNE8,chr12:39046001-39299420,249958,3461,167.398849656,154.601150344,0.00879352109043,0.58652766721,0.0149925085926
3772,CPNE9,chr3:9745509-9771592,24034,2049,9.06467087685,3.93532912315,0.00495225916873,0.0252183392335,0.196375309368
3773,CPO,chr2:207804277-207834198,28712,1209,12.0,1.0,0.00548776091318,0.0108605315232,0.505293953748
3774,CPOX,chr3:98298289-98312455,11457,2709,509.681979492,1165.31802051,0.584124936804,5.64823605517,0.103417231698
3775,CPPED1,chr16:12753655-12897744,137946,5717,0.0,0.0,0.0,0.0,
3776,CPQ,chr8:97657454-98155731,432972,1949,103.747092064,978.002907936,0.0031462519831300002,6.58879034195,0.00047751587466700004
3777,CPS1,chr2:211342405-211543831,80972,4461,7.0,31.0,0.00113511680928,0.0912445328311,0.0124403816214
3778,CPSF1,chr8:145618445-145634733,11794,4494,1324.03990801,14477.960092,1.47406737199,42.3011026799,0.03484702002080001
3779,CPSF2,chr14:92588297-92630543,37174,5072,452.649455505,2192.3505445,0.159882190233,5.6755523399,0.028170331389399998
3780,CPSF3,chr2:9563665-9613239,47189,2385,444.434153148,1323.56584685,0.12366421150000001,7.286761417539999,0.0169710800744
3781,CPSF3L,chr1:1246964-1260067,10474,1751,3428.00555655,6323.99444345,4.29740543749,47.42231106569999,0.09061990740039999
3782,CPSF4,chr7:99036562-99054996,16608,1751,0.0,0.0,0.0,0.0,
3783,CPSF4L,chr17:71244587-71258019,12785,647,0.0,0.0,0.0,0.0,
3784,CPSF6,chr12:69633316-69668138,28206,6616,2719.29294577,7906.70705423,1.26587806889,15.691972312599999,0.080670424576
3785,CPSF7,chr11:61170119-61197464,23576,3506,1353.57770409,10015.4222959,0.753859566901,37.508935186,0.020098132969200003
3786,CPT1A,chr11:68522087-68609399,81796,2405,118.797059955,593.202940044,0.019070013819099996,3.2386617750999998,0.00588823876755
3787,CPT1B,chr22:51007289-51017096,6259,2216,0.0,0.0,0.0,0.0,
3788,CPT1C,chr19:50194364-50216988,19475,2752,0.0,63.0,0.0,0.300586520542,0.0
3789,CPT2,chr1:53662100-53679869,14675,3094,194.1683129,1358.8316871,0.17373112364100002,5.766638641369999,0.0301269308596
3790,CPVL,chr7:29035246-29186153,149128,1691,0.0,4.0,0.0,0.0310594502936,0.0
3791,CPXCR1,chrX:88002225-88009785,5931,1591,0.0,0.0,0.0,0.0,
3792,CPXM1,chr20:2774714-2781292,4178,2178,5.06250150671,52.9374984933,0.0159101440294,0.319141234949,0.049852987602699995
3793,CPXM2,chr10:125505151-125651500,142625,3724,0.0,0.0,0.0,0.0,
3794,CPZ,chr4:8594386-8621488,24562,2244,0.0,0.0,0.0,0.0,
3795,CR1,chr1:207669472-207815110,135672,8616,229.437834675,1371.56216532,0.0222050721952,2.09019684382,0.010623435903100002
3796,CR1L,chr1:207818457-207897036,76742,1837,5.1885714285699995,2.81142857143,0.000887752835016,0.020095336324499998,0.044177057834800006
3797,CR2,chr1:207627644-207663240,31426,3993,219.452477568,1115.54752243,0.0916914337023,3.6683109919800003,0.024995545334900005
3798,CRABP1,chr15:78632665-78640572,7135,772,0.0,0.0,0.0,0.0,
3799,CRABP2,chr1:156669399-156675608,5004,935,0.0,0.0,0.0,0.0,
3800,CRADD,chr12:94071150-94244531,172193,1188,81.9834910846,403.016508915,0.006251558459260001,4.45434424314,0.0014034744774999999
3801,CRAMP1L,chr16:1664640-1727909,55596,7673,1121.86539046,5345.13460954,0.264956504343,9.14683468445,0.028967015747400002
3802,CRAT,chr9:131857072-131873070,13133,2766,104.41778187700001,894.5822181230001,0.10439697156,4.246640203,0.024583427502599998
3803,CRB1,chr1:197170591-197447585,204794,2575,0.0,0.0,0.0,0.0,
3804,CRB2,chr9:126118445-126142614,5312,3417,2.42222222222,2.57777777778,0.005987331428479999,0.009905533658149999,0.604443095658
3805,CRB3,chr19:6464259-6467230,1865,765,3.3,161.7,0.023233384781900002,2.77540244222,0.008371176888989999
3806,CRBN,chr3:3191316-3221401,27494,2588,2336.32588477,5151.67411523,1.11576535871,26.1373462996,0.0426885478703
3807,CRCP,chr7:65579804-65619553,36826,2514,170.059529265,1700.94047073,0.0606350590888,8.8838501115,0.00682531316127
3808,CRCT1,chr1:152486977-152488481,809,695,0.0,0.0,0.0,0.0,
3809,CREB1,chr2:208394615-208470284,40397,9737,959.097548027,6171.29896979,0.31173893525400004,8.322020815850001,0.0374595236124
3810,CREB3,chr9:35732316-35737005,2838,1851,56.845530896199996,1083.1544691,0.263003372244,7.683540036089999,0.0342294529616
3811,CREB3L1,chr11:46299188-46342972,41074,2710,0.0,1.0,0.0,0.0048451596352799995,0.0
3812,CREB3L2,chr7:137559724-137686847,14895,979,13.4319648094,155.388374888,0.0118406738619,2.08407437761,0.00568150253614
3813,CREB3L3,chr19:4153597-4173051,16836,2502,0.0,0.0,0.0,0.0,
3814,CREB3L4,chr1:153940314-153946840,4563,1184,0.0,0.0,0.0,0.0,
3815,CREB5,chr7:28338939-28865511,132019,7678,1.0,11.0,9.9458279578e-05,0.0188114364063,0.00528711776335
3816,CREBBP,chr16:3775055-3930121,144870,10082,0.0,0.0,0.0,0.0,
3817,CREBL2,chr12:12764766-12798042,29463,3813,126.23076923100001,3076.76923077,0.0562555848813,10.5951107285,0.005309579703609999
3818,CREBRF,chr5:172483354-172566291,33509,1537,127.67454073,3332.32545927,0.0500288152301,28.4676045977,0.0017573946223099998
3819,CREG1,chr1:167510250-167523056,10781,2025,0.0,0.0,0.0,0.0,
3820,CREG2,chr2:101964815-102003965,35662,3488,1.0,1.0,0.00036818974290800003,0.00376444455608,0.0978071897258
3821,CRELD1,chr3:9975523-9987097,8684,2196,562.755057405,2248.24494259,0.8508969622689999,13.442766985799999,0.0632977543363
3822,CRELD2,chr22:50312277-50321188,7186,1255,1079.69663717,1730.30336283,1.97284023803,18.1032232574,0.108977291501
3823,CRH,chr8:67088611-67090846,801,1434,0.0,0.0,0.0,0.0,
3824,CRHBP,chr5:76248679-76265299,14782,1838,5.0,4.0,0.00444134170329,0.0285753702102,0.155425517521
3825,CRHR1,chr17:43697709-43913194,48885,2117,0.0,0.0,0.0,0.0,
3826,CRHR1-IT1,chr17:43716340-43723595,868,611,0.0,0.0,0.0,0.0,
3827,CRHR2,chr7:30691558-30739719,27474,2647,51.53568988600001,6.46431011402,0.024629952913900004,0.032066061623400005,0.768100342448
